,Tid,Kanal A
367,0.75035998,5.437377
368,0.75239998,5.437377
369,0.75443998,5.531188
370,0.75647998,5.437377
371,0.75851998,5.437377
372,0.76055998,5.343565
373,0.76259998,5.250062
374,0.76463998,5.250062
375,0.76667998,5.343565
376,0.76871998,5.437377
377,0.77075998,5.437377
378,0.77279998,5.437377
379,0.77483998,5.437377
380,0.77687998,5.343565
381,0.77891998,5.250062
382,0.78095998,5.250062
383,0.78299998,5.250062
384,0.78503998,5.343565
385,0.78707998,5.343565
386,0.78911998,5.437377
387,0.79115998,5.343565
388,0.79319998,5.250062
389,0.79523998,5.15625
390,0.79727998,5.062438
391,0.79931998,5.250062
392,0.80135998,5.250062
393,0.80339998,5.250062
394,0.80543998,5.250062
395,0.80747998,5.15625
396,0.80951998,5.15625
397,0.81155998,5.062438
398,0.81359998,5.15625
399,0.81563998,5.250062
400,0.81767998,5.343565
401,0.81971998,5.343565
402,0.82175998,5.250062
403,0.82379998,5.250062
404,0.82583998,5.062438
405,0.82787998,4.968627
406,0.82991998,5.062438
407,0.83195998,5.062438
408,0.83399998,5.15625
409,0.83603998,5.15625
410,0.83807998,5.250062
411,0.84011998,5.062438
412,0.84215998,5.062438
413,0.84419998,5.15625
414,0.84623998,5.15625
415,0.84827998,5.15625
416,0.85031998,5.062438
417,0.85235998,5.15625
418,0.85439998,5.15625
419,0.85643998,4.968627
420,0.85847998,5.062438
421,0.86051998,5.062438
422,0.86255998,5.062438
423,0.86459998,4.874815
424,0.86663998,4.874815
425,0.86867998,4.968627
426,0.87071998,4.312562
427,0.87275998,3.937315
428,0.87479998,2.8125
429,0.87683998,2.156127
430,0.87887998,1.499754
431,0.88091998,1.031004
432,0.88295998,1.40625
433,0.88499998,1.124815
434,0.88703998,1.124815
435,0.88907998,1.031004
436,0.89111998,0.6560655
437,0.89315998,0.6560655
438,0.89519998,0.281127
439,0.89723998,0.3749385
440,0.89927998,0.46875
441,0.90131998,0.3749385
442,0.90335998,0.46875
443,0.90539998,0.281127
444,0.90743998,0.281127
445,0.90947998,0.3749385
446,0.91151998,0.6560655
447,0.91355998,0.281127
448,0.91559998,0.562254
449,0.91763998,0.3749385
450,0.91967998,0.281127
451,0.92171998,1.593565
452,0.92375998,0.6560655
453,0.92579998,2.531065
454,0.92783998,4.031127
455,0.92987998,3.656188
456,0.93191998,5.343565
457,0.93395998,5.437377
458,0.93599998,4.6875
459,0.93803998,1.499754
460,0.94007998,0.562254
461,0.94211998,2.156127
462,0.94415998,4.6875
463,0.94619998,4.031127
464,0.94823998,0.46875
465,0.95027998,0.281127
466,0.95231998,2.062315
467,0.95435998,3.093627
468,0.95639998,5.15625
469,0.95843998,4.499877
470,0.96047998,1.968504
471,0.96251998,2.34375
472,0.96455998,4.593688
473,0.96659998,4.593688
474,0.96863998,3.843504
475,0.97067998,3.093627
476,0.97271998,0.3749385
477,0.97475998,0.46875
478,0.97679998,4.499877
479,0.97883998,5.343565
480,0.98087998,2.8125
481,0.98291998,0.3749385
482,0.98495998,0.3749385
483,0.98699998,1.40625
484,0.98903998,2.249938
485,0.99107997,5.062438
486,0.99311997,4.21875
487,0.99515997,1.593565
488,0.99719997,0.749877
489,0.99923997,1.124815
490,1.00127997,3.187438
491,1.00331997,3.656188
492,1.00535997,5.062438
493,1.00739997,4.6875
494,1.00943997,2.062315
495,1.01147997,0.46875
496,1.01351997,1.031004
497,1.01555997,2.437254
498,1.01759997,3.656188
499,1.01963997,4.499877
500,1.02167997,5.437377
501,1.02371997,4.406065
502,1.02575997,1.124815
503,1.02779997,0.281127
504,1.02983997,0.6560655
505,1.03187997,1.40625
506,1.03391997,2.249938
507,1.03595997,3.468565
508,1.03799997,4.968627
509,1.04003997,5.437377
510,1.04207997,3.656188
511,1.04411997,1.593565
512,1.04615997,0.6560655
513,1.04819997,0.281127
514,1.05023997,0.281127
515,1.05227997,0.8436885
516,1.05431997,1.687377
517,1.05635997,3.75
518,1.05839997,5.15625
519,1.06043997,5.531188
520,1.06247997,5.250062
521,1.06451997,4.874815
522,1.06655997,3.374754
523,1.06859997,1.875
524,1.07063997,0.562254
525,1.07267997,0.281127
526,1.07471997,0.6560655
527,1.07675997,1.593565
528,1.07879997,2.062315
529,1.08083997,3.187438
530,1.08287997,4.312562
531,1.08491997,5.15625
532,1.08695997,5.625
533,1.08899997,5.437377
534,1.09103997,4.968627
535,1.09307997,4.499877
536,1.09511997,3.656188
537,1.09715997,2.437254
538,1.09919997,1.312438
539,1.10123997,0.562254
540,1.10327997,0.3749385
541,1.10531997,0.281127
542,1.10735997,0.3749385
543,1.10939997,0.8436885
544,1.11143997,1.593565
545,1.11347997,2.249938
546,1.11551997,3.28125
547,1.11755997,3.75
548,1.11959997,4.312562
549,1.12163997,4.781312
550,1.12367997,5.15625
551,1.12571997,5.531188
552,1.12775997,5.625
553,1.12979997,5.718812
554,1.13183997,5.718812
555,1.13387997,5.625
556,1.13591997,5.531188
557,1.13795997,5.437377
558,1.13999997,5.15625
559,1.14203997,4.781312
560,1.14407997,4.21875
561,1.14611997,3.656188
562,1.14815997,3.187438
563,1.15019997,2.999815
564,1.15223997,2.718688
565,1.15427997,2.249938
566,1.15631997,1.968504
567,1.15835997,1.40625
568,1.16039997,1.124815
569,1.16243997,0.749877
570,1.16447997,0.46875
571,1.16651997,0.3749385
572,1.16855997,0.281127
573,1.17059997,0.3749385
574,1.17263997,0.281127
575,1.17467997,0.1873154
576,1.17671997,0.3749385
577,1.17875997,0.562254
578,1.18079997,0.6560655
579,1.18283997,0.9375
580,1.18487997,1.031004
581,1.18691997,1.124815
582,1.18895997,1.499754
583,1.19099997,1.875
584,1.19303997,2.8125
585,1.19507997,3.656188
586,1.19711997,4.124938
587,1.19915997,4.312562
588,1.20119997,4.21875
589,1.20323997,4.593688
590,1.20527997,4.968627
591,1.20731997,5.250062
592,1.20935997,5.625
593,1.21139997,5.718812
594,1.21343997,5.718812
595,1.21547997,5.718812
596,1.21751997,5.718812
597,1.21955997,5.718812
598,1.22159997,5.718812
599,1.22363997,5.531188
600,1.22567997,4.968627
601,1.22771997,4.6875
602,1.22975997,4.6875
603,1.23179997,4.031127
604,1.23383997,4.124938
605,1.23587997,4.031127
606,1.23791997,4.593688
607,1.23995997,4.593688
608,1.24199997,3.562377
609,1.24403997,2.999815
610,1.24607997,2.062315
611,1.24811997,1.781188
612,1.25015997,1.40625
613,1.25219997,1.499754
614,1.25423997,1.687377
615,1.25627997,1.781188
616,1.25831997,1.781188
617,1.26035997,1.124815
618,1.26239997,0.749877
619,1.26443997,0.562254
620,1.26647997,0.8436885
621,1.26851997,0.8436885
622,1.27055997,0.562254
623,1.27259997,0.6560655
624,1.27463997,0.46875
625,1.27667997,0.1873154
626,1.27871997,0.281127
627,1.28075997,0.281127
628,1.28279997,0.281127
629,1.28483997,0.281127
630,1.28687997,0.281127
631,1.28891997,0.46875
632,1.29095997,0.9375
633,1.29299997,0.8436885
634,1.29503997,1.687377
635,1.29707997,1.218627
636,1.29911997,1.593565
637,1.30115997,1.781188
638,1.30319997,1.499754
639,1.30523997,2.34375
640,1.30727997,1.687377
641,1.30931997,2.906004
642,1.31135997,2.156127
643,1.31339997,2.249938
644,1.31543997,4.124938
645,1.31747997,3.187438
646,1.31951997,4.593688
647,1.32155997,4.6875
648,1.32359997,4.21875
649,1.32563997,4.874815
650,1.32767997,3.75
651,1.32971997,5.062438
652,1.33175997,5.343565
653,1.33379997,5.343565
654,1.33583997,5.625
655,1.33787997,5.343565
656,1.33991997,5.531188
657,1.34195997,5.437377
658,1.34399997,5.437377
659,1.34603997,5.531188
660,1.34807997,5.531188
661,1.35011997,5.15625
662,1.35215997,5.343565
663,1.35419997,5.250062
664,1.35623997,5.15625
665,1.35827997,5.343565
666,1.36031997,5.062438
667,1.36235997,5.343565
668,1.36439997,5.250062
669,1.36643997,5.062438
670,1.36847997,4.968627
671,1.37051997,4.6875
672,1.37255997,4.874815
673,1.37459997,4.499877
674,1.37663997,4.21875
675,1.37867997,4.406065
676,1.38071997,4.406065
677,1.38275997,4.593688
678,1.38479997,4.21875
679,1.38683996,3.656188
680,1.38887996,3.843504
681,1.39091996,3.656188
682,1.39295996,3.562377
683,1.39499996,3.562377
684,1.39703996,3.656188
685,1.39907996,4.031127
686,1.40111996,3.562377
687,1.40315996,3.093627
688,1.40519996,2.718688
689,1.40723996,2.531065
690,1.40927996,2.8125
691,1.41131996,2.718688
692,1.41335996,2.8125
693,1.41539996,2.531065
694,1.41743996,2.34375
695,1.41947996,1.968504
696,1.42151996,1.40625
697,1.42355996,1.40625
698,1.42559996,1.218627
699,1.42763996,1.40625
700,1.42967996,1.499754
701,1.43171996,1.499754
702,1.43375996,1.499754
703,1.43579996,1.124815
704,1.43783996,0.9375
705,1.43987996,0.6560655
706,1.44191996,0.562254
707,1.44395996,0.562254
708,1.44599996,0.562254
709,1.44803996,0.749877
710,1.45007996,0.749877
711,1.45211996,0.6560655
712,1.45415996,0.46875
713,1.45619996,0.281127
714,1.45823996,0.281127
715,1.46027996,0.281127
716,1.46231996,0.3749385
717,1.46435996,0.46875
718,1.46639996,0.46875
719,1.46843996,0.46875
720,1.47047996,0.281127
721,1.47251996,0.1873154
722,1.47455996,0.281127
723,1.47659996,0.3749385
724,1.47863996,0.281127
725,1.48067996,0.281127
726,1.48271996,0.1873154
727,1.48475996,0.281127
728,1.48679996,0.281127
729,1.48883996,0.281127
730,1.49087996,0.3749385
731,1.49291996,0.3749385
732,1.49495996,0.46875
733,1.49699996,0.3749385
734,1.49903996,0.281127
735,1.50107996,0.3749385
736,1.50311996,0.281127
737,1.50515996,0.3749385
738,1.50719996,0.3749385
739,1.50923996,0.46875
740,1.51127996,0.46875
741,1.51331996,0.3749385
