,Tid,Kanal A
245,0.50147999,1.031004
246,0.50351999,0.8436885
247,0.50555999,1.124815
248,0.50759999,0.749877
249,0.50963999,1.031004
250,0.51167999,1.124815
251,0.51371999,1.031004
252,0.51575999,1.218627
253,0.51779999,1.031004
254,0.51983999,1.124815
255,0.52187999,0.9375
256,0.52391999,1.031004
257,0.52595999,1.124815
258,0.52799999,0.9375
259,0.53003999,1.031004
260,0.53207999,0.8436885
261,0.53411999,0.9375
262,0.53615999,0.9375
263,0.53819999,0.9375
264,0.54023999,1.218627
265,0.54227999,1.124815
266,0.54431999,1.124815
267,0.54635999,1.031004
268,0.54839999,0.9375
269,0.55043999,1.031004
270,0.55247999,0.9375
271,0.55451999,0.8436885
272,0.55655999,1.031004
273,0.55859999,1.031004
274,0.56063999,0.749877
275,0.56267999,0.8436885
276,0.56471999,0.749877
277,0.56675999,0.562254
278,0.56879999,0.6560655
279,0.57083999,0.562254
280,0.57287999,0.562254
281,0.57491999,0.6560655
282,0.57695999,0.46875
283,0.57899999,0.3749385
284,0.58103999,0.281127
285,0.58307999,0.3749385
286,0.58511999,0.281127
287,0.58715999,0.3749385
288,0.58919999,0.3749385
289,0.59123999,0.281127
290,0.59327999,0.3749385
291,0.59531998,0.281127
292,0.59735998,0.281127
293,0.59939998,0.281127
294,0.60143998,0.281127
295,0.60347998,0.281127
296,0.60551998,0.281127
297,0.60755998,0.281127
298,0.60959998,0.3749385
299,0.61163998,0.3749385
300,0.61367998,0.3749385
301,0.61571998,0.281127
302,0.61775998,0.281127
303,0.61979998,0.281127
304,0.62183998,0.281127
305,0.62387998,0.281127
306,0.62591998,0.3749385
307,0.62795998,0.3749385
308,0.62999998,0.46875
309,0.63203998,0.281127
310,0.63407998,0.3749385
311,0.63611998,0.6560655
312,0.63815998,0.9375
313,0.64019998,0.749877
314,0.64223998,0.749877
315,0.64427998,0.3749385
316,0.64631998,0.3749385
317,0.64835998,0.562254
318,0.65039998,0.8436885
319,0.65243998,2.249938
320,0.65447998,2.906004
321,0.65651998,3.28125
322,0.65855998,3.468565
323,0.66059998,2.8125
324,0.66263998,2.999815
325,0.66467998,2.999815
326,0.66671998,3.937315
327,0.66875998,5.062438
328,0.67079998,5.343565
329,0.67283998,5.625
330,0.67487998,5.437377
331,0.67691998,5.437377
332,0.67895998,5.437377
333,0.68099998,5.343565
334,0.68303998,5.718812
335,0.68507998,5.812315
336,0.68711998,5.812315
337,0.68915998,5.812315
338,0.69119998,5.812315
339,0.69323998,5.906127
340,0.69527998,5.812315
341,0.69731998,5.906127
342,0.69935998,5.906127
343,0.70139998,5.812315
344,0.70343998,5.812315
345,0.70547998,5.812315
346,0.70751998,5.812315
347,0.70955998,5.812315
348,0.71159998,5.906127
349,0.71363998,5.812315
350,0.71567998,5.906127
351,0.71771998,5.812315
352,0.71975998,5.812315
353,0.72179998,5.906127
354,0.72383998,5.812315
355,0.72587998,5.812315
356,0.72791998,5.906127
357,0.72995998,5.812315
358,0.73199998,5.906127
359,0.73403998,5.812315
360,0.73607998,5.718812
361,0.73811998,5.718812
362,0.74015998,5.343565
363,0.74219998,5.250062
364,0.74423998,4.968627
365,0.74627998,4.593688
366,0.74831998,3.187438
367,0.75035998,0.562254
368,0.75239998,2.249938
369,0.75443998,5.062438
370,0.75647998,0.6560655
371,0.75851998,2.906004
372,0.76055998,5.625
373,0.76259998,4.968627
374,0.76463998,1.312438
375,0.76667998,0.749877
376,0.76871998,4.593688
377,0.77075998,4.031127
378,0.77279998,0.562254
379,0.77483998,2.531065
380,0.77687998,5.15625
381,0.77891998,5.437377
382,0.78095998,2.437254
383,0.78299998,0.3749385
384,0.78503998,4.406065
385,0.78707998,4.6875
386,0.78911998,0.562254
387,0.79115998,3.28125
388,0.79319998,5.437377
389,0.79523998,4.968627
390,0.79727998,2.999815
391,0.79931998,0.6560655
392,0.80135998,1.687377
393,0.80339998,5.15625
394,0.80543998,3.843504
395,0.80747998,0.46875
396,0.80951998,2.718688
397,0.81155998,5.250062
398,0.81359998,5.718812
399,0.81563998,4.312562
400,0.81767998,1.781188
401,0.81971998,0.46875
