,Tid,Kanal A
367,0.75035998,1.124815
368,0.75239998,0.9375
369,0.75443998,0.9375
370,0.75647998,0.8436885
371,0.75851998,0.8436885
372,0.76055998,1.031004
373,0.76259998,0.9375
374,0.76463998,1.031004
375,0.76667998,0.8436885
376,0.76871998,0.8436885
377,0.77075998,0.8436885
378,0.77279998,0.749877
379,0.77483998,1.031004
380,0.77687998,1.124815
381,0.77891998,1.312438
382,0.78095998,1.124815
383,0.78299998,0.9375
384,0.78503998,1.031004
385,0.78707998,0.9375
386,0.78911998,1.124815
387,0.79115998,1.124815
388,0.79319998,1.312438
389,0.79523998,1.312438
390,0.79727998,1.031004
391,0.79931998,1.031004
392,0.80135998,0.6560655
393,0.80339998,0.6560655
394,0.80543998,0.562254
395,0.80747998,0.749877
396,0.80951998,1.312438
397,0.81155998,1.593565
398,0.81359998,2.156127
399,0.81563998,1.875
400,0.81767998,1.312438
401,0.81971998,0.8436885
402,0.82175998,0.3749385
403,0.82379998,0.3749385
404,0.82583998,0.281127
405,0.82787998,0.562254
406,0.82991998,1.031004
407,0.83195998,1.499754
408,0.83399998,2.156127
409,0.83603998,1.687377
410,0.83807998,1.499754
411,0.84011998,0.8436885
412,0.84215998,0.46875
413,0.84419998,0.46875
414,0.84623998,0.3749385
415,0.84827998,0.8436885
416,0.85031998,1.312438
417,0.85235998,1.593565
418,0.85439998,1.593565
419,0.85643998,0.9375
420,0.85847998,0.749877
421,0.86051998,0.46875
422,0.86255998,0.3749385
423,0.86459998,0.6560655
424,0.86663998,0.8436885
425,0.86867998,1.312438
426,0.87071998,1.312438
427,0.87275998,1.218627
428,0.87479998,1.031004
429,0.87683998,0.749877
430,0.87887998,0.749877
431,0.88091998,0.8436885
432,0.88295998,1.218627
433,0.88499998,1.593565
434,0.88703998,1.781188
435,0.88907998,1.687377
436,0.89111998,1.124815
437,0.89315998,0.749877
438,0.89519998,0.562254
439,0.89723998,0.6560655
440,0.89927998,1.031004
441,0.90131998,1.499754
442,0.90335998,1.968504
443,0.90539998,1.968504
444,0.90743998,1.875
445,0.90947998,1.687377
446,0.91151998,1.40625
447,0.91355998,1.40625
448,0.91559998,1.499754
449,0.91763998,1.687377
