,Tid,Kanal A
245,0.50147999,4.874815
246,0.50351999,4.593688
247,0.50555999,4.6875
248,0.50759999,4.781312
249,0.50963999,5.343565
250,0.51167999,5.250062
251,0.51371999,5.343565
252,0.51575999,5.343565
253,0.51779999,4.874815
254,0.51983999,4.781312
255,0.52187999,4.593688
256,0.52391999,4.781312
257,0.52595999,5.062438
258,0.52799999,5.15625
259,0.53003999,5.15625
260,0.53207999,5.062438
261,0.53411999,4.968627
262,0.53615999,4.874815
263,0.53819999,4.6875
264,0.54023999,4.593688
265,0.54227999,4.781312
266,0.54431999,4.968627
267,0.54635999,5.15625
268,0.54839999,4.968627
269,0.55043999,5.062438
270,0.55247999,5.062438
271,0.55451999,4.781312
272,0.55655999,4.781312
273,0.55859999,4.406065
274,0.56063999,4.6875
275,0.56267999,4.781312
276,0.56471999,4.781312
277,0.56675999,5.062438
278,0.56879999,4.781312
279,0.57083999,4.968627
280,0.57287999,4.874815
281,0.57491999,4.874815
282,0.57695999,4.968627
283,0.57899999,4.968627
284,0.58103999,5.15625
285,0.58307999,4.968627
286,0.58511999,5.062438
287,0.58715999,4.968627
288,0.58919999,4.874815
289,0.59123999,5.250062
290,0.59327999,5.250062
291,0.59531998,5.437377
292,0.59735998,5.15625
293,0.59939998,4.874815
294,0.60143998,4.593688
295,0.60347998,4.124938
296,0.60551998,4.874815
297,0.60755998,5.062438
298,0.60959998,5.343565
299,0.61163998,5.625
300,0.61367998,5.250062
301,0.61571998,5.250062
302,0.61775998,4.781312
303,0.61979998,4.6875
304,0.62183998,4.968627
305,0.62387998,4.968627
306,0.62591998,5.531188
307,0.62795998,5.437377
308,0.62999998,5.343565
309,0.63203998,5.250062
310,0.63407998,4.499877
311,0.63611998,4.781312
312,0.63815998,4.499877
313,0.64019998,4.874815
314,0.64223998,5.062438
315,0.64427998,4.874815
316,0.64631998,5.062438
317,0.64835998,4.406065
318,0.65039998,4.312562
319,0.65243998,4.499877
320,0.65447998,4.6875
321,0.65651998,5.15625
322,0.65855998,5.15625
323,0.66059998,5.15625
324,0.66263998,4.593688
325,0.66467998,4.406065
326,0.66671998,4.6875
327,0.66875998,4.593688
328,0.67079998,5.15625
329,0.67283998,5.437377
330,0.67487998,5.625
331,0.67691998,5.625
332,0.67895998,5.343565
333,0.68099998,5.15625
334,0.68303998,5.062438
335,0.68507998,5.062438
336,0.68711998,5.062438
337,0.68915998,4.874815
338,0.69119998,4.781312
339,0.69323998,4.874815
340,0.69527998,4.968627
341,0.69731998,4.968627
342,0.69935998,5.250062
343,0.70139998,5.343565
344,0.70343998,5.531188
345,0.70547998,5.531188
346,0.70751998,5.250062
347,0.70955998,4.6875
348,0.71159998,4.499877
349,0.71363998,4.968627
350,0.71567998,5.437377
351,0.71771998,5.718812
352,0.71975998,4.593688
353,0.72179998,1.687377
354,0.72383998,0.8436885
355,0.72587998,4.874815
356,0.72791998,3.187438
