,Tid,Kanal A
44,0.30036009,3.881336
45,0.30703543,3.881336
46,0.31371076,3.786602
47,0.3203861,3.692175
48,0.32706144,3.692175
49,0.33373677,3.692175
50,0.34041211,3.786602
51,0.34708744,3.786602
52,0.35376278,3.786602
53,0.36043812,3.029343
54,0.36711345,3.124077
55,0.37378879,3.881336
56,0.38046412,3.597441
57,0.38713946,3.029343
58,0.3938148,3.97607
59,0.40049013,3.218812
60,0.40716547,3.692175
61,0.4138408,3.407972
62,0.42051614,3.692175
63,0.42719148,3.029343
64,0.43386681,3.407972
65,0.44054215,3.881336
66,0.44721748,3.97607
67,0.45389282,3.313238
68,0.46056815,3.313238
69,0.46724349,3.881336
70,0.47391883,3.029343
71,0.48059416,3.502707
72,0.4872695,3.881336
73,0.49394483,3.218812
74,0.50062017,3.218812
75,0.50729551,3.97607
76,0.51397084,3.218812
77,0.52064618,3.218812
78,0.52732151,3.97607
79,0.53399685,3.692175
80,0.54067219,3.029343
81,0.54734752,3.029343
82,0.55402286,3.786602
83,0.56069819,3.597441
84,0.56737353,2.934609
85,0.57404887,2.934609
86,0.5807242,3.218812
87,0.58739954,3.692175
88,0.59407487,3.881336
89,0.60075021,3.502707
90,0.60742555,2.934609
91,0.61410088,2.839875
92,0.62077622,3.029343
93,0.62745155,3.218812
94,0.63412689,3.407972
95,0.64080222,3.692175
96,0.64747756,3.881336
97,0.6541529,3.597441
98,0.66082823,3.407972
99,0.66750357,3.218812
100,0.6741789,3.124077
101,0.68085424,2.934609
102,0.68752958,2.745448
103,0.69420491,2.839875
