,Tid,Kanal A
59,0.40049013,3.124077
60,0.40716547,3.124077
61,0.4138408,3.029343
62,0.42051614,3.029343
63,0.42719148,3.029343
64,0.43386681,3.029343
65,0.44054215,3.407972
66,0.44721748,3.786602
67,0.45389282,3.124077
68,0.46056815,3.597441
69,0.46724349,4.070805
70,0.47391883,3.218812
71,0.48059416,3.407972
72,0.4872695,3.97607
73,0.49394483,3.124077
74,0.50062017,3.786602
75,0.50729551,3.313238
76,0.51397084,3.881336
77,0.52064618,3.124077
78,0.52732151,3.97607
79,0.53399685,3.124077
80,0.54067219,4.070805
81,0.54734752,3.313238
82,0.55402286,3.218812
83,0.56069819,3.881336
84,0.56737353,4.070805
85,0.57404887,3.218812
86,0.5807242,3.124077
87,0.58739954,3.881336
88,0.59407487,4.070805
89,0.60075021,3.786602
90,0.60742555,3.313238
91,0.61410088,3.029343
92,0.62077622,3.029343
93,0.62745155,3.407972
94,0.63412689,3.786602
95,0.64080222,4.070805
96,0.64747756,3.881336
97,0.6541529,3.692175
98,0.66082823,3.313238
99,0.66750357,3.407972
100,0.6741789,3.029343
101,0.68085424,2.934609
102,0.68752958,3.029343
103,0.69420491,3.407972
104,0.70088025,3.881336
105,0.70755558,3.97607
106,0.71423092,3.97607
107,0.72090626,3.97607
108,0.72758159,3.97607
109,0.73425693,3.597441
110,0.74093226,3.124077
111,0.7476076,2.839875
112,0.75428294,2.745448
113,0.76095827,2.839875
114,0.76763361,2.839875
115,0.77430894,2.839875
116,0.78098428,3.029343
117,0.78765962,3.786602
118,0.79433495,3.97607
119,0.80101029,3.97607
120,0.80768562,3.97607
121,0.81436096,3.881336
122,0.82103629,3.786602
123,0.82771163,3.407972
124,0.83438697,3.029343
125,0.8410623,2.934609
126,0.84773764,2.839875
127,0.85441297,2.839875
128,0.86108831,2.934609
129,0.86776365,3.029343
130,0.87443898,3.218812
131,0.88111432,3.407972
132,0.88778965,3.692175
133,0.89446499,3.881336
134,0.90114033,3.97607
135,0.90781566,3.97607
136,0.914491,3.97607
137,0.92116633,3.97607
138,0.92784167,3.881336
139,0.93451701,3.597441
140,0.94119234,3.124077
141,0.94786768,3.124077
142,0.95454301,3.029343
143,0.96121835,3.029343
144,0.96789369,2.934609
145,0.97456902,2.839875
146,0.98124436,2.934609
147,0.98791969,3.029343
148,0.99459503,3.124077
