,Tid,Kanal A
29,0.20023005,4.070805
30,0.20690539,3.97607
31,0.21358073,3.97607
32,0.22025606,4.070805
33,0.2269314,3.97607
34,0.23360673,3.124077
35,0.24028207,3.218812
36,0.24695741,3.97607
37,0.25363274,3.502707
38,0.26030808,3.124077
39,0.26698341,3.97607
40,0.27365875,3.124077
41,0.28033408,3.881336
42,0.28700942,3.218812
43,0.29368476,3.881336
44,0.30036009,3.313238
45,0.30703543,3.502707
46,0.31371076,3.692175
47,0.3203861,3.502707
48,0.32706144,3.124077
49,0.33373677,3.881336
50,0.34041211,3.881336
51,0.34708744,3.124077
52,0.35376278,4.070805
53,0.36043812,3.218812
54,0.36711345,3.692175
55,0.37378879,4.070805
56,0.38046412,3.786602
57,0.38713946,3.313238
58,0.3938148,3.029343
59,0.40049013,3.502707
60,0.40716547,4.070805
61,0.4138408,3.218812
62,0.42051614,2.934609
63,0.42719148,3.124077
64,0.43386681,3.218812
65,0.44054215,3.218812
66,0.44721748,3.502707
67,0.45389282,3.97607
68,0.46056815,4.070805
69,0.46724349,3.597441
70,0.47391883,3.029343
71,0.48059416,3.029343
72,0.4872695,3.124077
73,0.49394483,3.124077
74,0.50062017,2.934609
75,0.50729551,2.745448
76,0.51397084,2.934609
77,0.52064618,3.407972
78,0.52732151,3.407972
79,0.53399685,3.407972
80,0.54067219,3.313238
81,0.54734752,3.407972
82,0.55402286,3.786602
83,0.56069819,3.97607
84,0.56737353,3.97607
85,0.57404887,3.881336
86,0.5807242,3.97607
87,0.58739954,3.97607
88,0.59407487,3.692175
89,0.60075021,3.502707
90,0.60742555,3.313238
91,0.61410088,3.124077
92,0.62077622,3.124077
93,0.62745155,3.124077
94,0.63412689,3.124077
95,0.64080222,3.029343
96,0.64747756,2.934609
97,0.6541529,2.839875
98,0.66082823,2.934609
99,0.66750357,2.934609
100,0.6741789,2.934609
101,0.68085424,2.934609
102,0.68752958,2.934609
103,0.69420491,3.029343
